,Title,Artist,Weeks on chart,year,Spotify_Popularity,Artist_Popularity,track_id,track_title,track_artist,danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,duration_ms,time_signature,tempo,mode,genre
16036,Lies,Jonathan Butler,2.0,1987,16,44,11mtmXzK6ReWp5q4geRZlc,Lies - Extended Version,Jonathan Butler,0.731,0.8420000000000001,1.0,-5.815,0.0912,0.0538,1.61e-06,0.0443,0.747,318000.0,4.0,92.395,1.0,"['smooth jazz', 'south african jazz']"
16039,Dreamin',Will To Power,8.0,1987,14,47,4L5ag9C1m1gEAPs5KC3yuy,Dreamin',Will To Power,0.775,0.583,9.0,-13.29,0.0433,0.0187,0.0416,0.0263,0.647,249960.0,4.0,125.084,0.0,['freestyle']
16050,Wipeout,Fat Boys & The Beach Boys,17.0,1987,-1,-1,46ePNyvaDBKsxusDXDj7Wg,Wipeout,Fat Boys,0.7709999999999999,0.77,1.0,-8.094,0.0712,0.00945,3.16e-05,0.254,0.961,241293.0,4.0,128.817,1.0,"['east coast hip hop', 'electro', 'hip hop', 'hip house', 'miami bass', 'old school hip hop', 'rap']"
16062,Show Me The Way,Regina Belle,2.0,1987,26,51,2dtK0pUwhrG1HBR0gJUVGJ,Show Me the Way,Regina Belle,0.589,0.631,11.0,-6.62,0.0253,0.518,0.0,0.522,0.54,249307.0,4.0,89.175,0.0,"['funk', 'neo soul', 'new jack swing', 'post-disco', 'quiet storm', 'urban contemporary']"
16067,Fake,Alexander O'Neal,10.0,1987,-1,-1,6XBvZEehQy3clOpFbT2FoY,Fake,Alexander O'Neal,0.75,0.6940000000000001,6.0,-13.414000000000001,0.0345,0.00107,0.0331,0.17800000000000002,0.731,235493.0,4.0,112.848,0.0,"['disco', 'funk', 'minneapolis sound', 'new jack swing', 'post-disco', 'quiet storm', 'soul', 'urban contemporary']"
16072,I Need Love,LL Cool J,7.0,1987,45,65,3UP7dzy4ISy8S3HOReCd1q,I Need Love,LL Cool J,0.8029999999999999,0.426,0.0,-14.456,0.3,0.0782,0.0,0.10800000000000001,0.65,322000.0,4.0,88.208,1.0,"['east coast hip hop', 'hardcore hip hop', 'hip hop', 'hip pop', 'new jack swing', 'old school hip hop', 'pop rap', 'r&b', 'rap', 'southern hip hop', 'urban contemporary']"
16076,Watching Over You,Glenn Medeiros,25.0,1987,12,52,5gFQF3690ojfRmR1QLvs3y,Watching Over You,Glenn Medeiros,0.645,0.306,7.0,-15.811,0.031,0.57,0.0,0.12300000000000001,0.29600000000000004,252400.0,4.0,121.953,1.0,['soft rock']
16077,Holiday,The Other Ones,11.0,1987,-1,19,6ZbVtWBde2ePJfv5h9L9XA,Holiday,The Velveteen Band,0.6779999999999999,0.662,5.0,-9.304,0.0495,0.00445,0.0,0.102,0.7340000000000001,332759.0,4.0,116.993,1.0,[]
16078,Misfit,Curiosity Killed The Cat,4.0,1987,-1,35,7a650uDexobOHVrUD1Crgf,Misfit,Curiosity Killed The Cat,0.7120000000000001,0.9129999999999999,9.0,-5.2989999999999995,0.0475,0.526,0.0,0.128,0.914,241160.0,4.0,116.871,0.0,"['dance rock', 'new romantic', 'new wave pop']"
16085,Oh Yeah,Yello,9.0,1987,52,51,1iOHLlEsMbgJfYBFWy4TjG,Oh Yeah - Remastered 2005,Yello,0.745,0.919,6.0,-7.996,0.0616,0.00481,0.79,0.0452,0.743,185043.0,4.0,132.596,1.0,"['dance rock', 'electronic', 'new romantic', 'new wave', 'new wave pop', 'synthpop', 'zolo']"
16087,Painted Moon,The Silencers,7.0,1987,25,31,2BOdEwU54cnQhWpAqMUQqg,Painted Moon,The Silencers,0.611,0.6679999999999999,9.0,-10.164,0.0318,0.0705,0.486,0.08,0.251,365000.0,4.0,125.264,1.0,['celtic rock']
16092,Casanova,Levert,2.0,1987,-1,49,1O7hDH3rrF8eyLxrpeoOfb,Casanova,Levert,0.71,0.845,4.0,-3.927,0.0888,0.0445,1.18e-05,0.0672,0.802,262373.0,4.0,92.957,0.0,"['funk', 'neo soul', 'new jack swing', 'quiet storm', 'r&b', 'soul', 'urban contemporary']"
16093,Breakout,Swing Out Sister,19.0,1987,54,49,0Nkbz5ibaSGuyMce9qGMS0,Breakout,Swing Out Sister,0.7070000000000001,0.557,4.0,-12.834000000000001,0.0327,0.191,0.0038399999999999997,0.0756,0.7759999999999999,226453.0,4.0,113.196,1.0,"['new romantic', 'new wave pop']"
16097,Silent Morning,Noel,3.0,1987,-1,63,3hCibWQ58Vs1YNmD0uA14w,Silent Morning (2002 Mix),Noel,0.6890000000000001,0.726,11.0,-9.253,0.0502,0.000414,0.000549,0.0327,0.826,197748.0,4.0,116.003,0.0,"['banda', 'deep regional mexican', 'grupera', 'latin hip hop', 'norteno', 'regional mexican', 'regional mexican pop']"
16102,Rock Me,Great White,25.0,1987,41,55,0u6toDywZABXlUBq76iPKW,Rock Me,Great White,0.557,0.415,6.0,-14.008,0.0406,0.159,0.0733,0.11199999999999999,0.133,439000.0,4.0,140.72,0.0,"['album rock', 'classic rock', 'glam metal', 'hard rock', 'metal', 'rock']"
16107,I Think We're Alone Now,Tiffany,2.0,1987,-1,55,4uvjOKsp7mSjrDhWdkLPBY,I Think We're Alone Now,Tiffany,0.755,0.727,7.0,-12.040999999999999,0.0488,0.0295,0.00702,0.0226,0.932,228840.0,4.0,130.511,1.0,"['new wave pop', 'soft rock']"
16118,Betcha Say That,Gloria Estefan & Miami Sound Machine,8.0,1987,-1,32,6k6bwPqngQMFBpoimRV7ID,Betcha Say That,Gloria Estefan,0.812,0.696,3.0,-11.087,0.046,0.418,0.0103,0.47100000000000003,0.863,276667.0,4.0,124.995,1.0,['new wave pop']
16119,Tina Cherry,Georgio,2.0,1987,-1,64,5FzWAKdVk3hM60kslEHp7D,Tina Cherry,Georgio,0.8320000000000001,0.62,1.0,-10.696,0.0575,0.0232,0.49700000000000005,0.113,0.599,307813.0,4.0,116.742,1.0,['french hip hop']
16123,Love Is Contagious,Taja Sevelle,3.0,1987,-1,19,0V1ttEDFkz1d3w59nLqnUI,Love Is Contagious,Taja Sevelle,0.716,0.56,0.0,-8.635,0.0298,0.134,0.000291,0.0899,0.7340000000000001,277173.0,4.0,110.957,1.0,['minneapolis sound']
16129,Waterfall,Wendy And Lisa,14.0,1987,24,29,0i6vxP7VXmi1pIepsIkydF,Waterfall,Wendy & Lisa,0.6609999999999999,0.8,6.0,-9.244,0.0359,0.0897,0.000152,0.0535,0.879,301907.0,4.0,119.159,1.0,"['minneapolis sound', 'new wave pop']"
16139,"Catch Me (I'm Falling) (From The Film ""Hiding Out"")",Pretty Poison,3.0,1987,-1,28,2MQ23MqDI0N9IVy8iaZddc,Catch Me (I'm Falling),Pretty Poison,0.757,0.727,9.0,-11.815999999999999,0.0388,0.00412,0.0628,0.098,0.8859999999999999,295227.0,4.0,118.609,1.0,['freestyle']
16156,Tell It To My Heart(Dub),Taylor Dayne,17.0,1987,-1,59,28fHjGEDS9P4uLah3tN77i,Tell It to My Heart - Dub Mix,Taylor Dayne,0.701,0.987,1.0,-6.718,0.0757,0.0070599999999999994,0.0559,0.33,0.935,346813.0,4.0,119.104,1.0,"['disco', 'freestyle', 'hi-nrg', 'mellow gold', 'new wave pop', 'soft rock']"
16162,Crazy World,Big Trouble,14.0,1987,-1,18,06IgljQDwPRuZmkQgcO0jU,Crazy About You Baby,Big Al and the Heavyweights,0.667,0.815,2.0,-6.706,0.0609,0.102,6.19e-05,0.078,0.674,220467.0,4.0,105.391,1.0,['swamp pop']
16172,True Faith,New Order,13.0,1987,30,69,0E8IiKUfS98p3cUbQgh3yO,True Faith - 2011 Total Version,New Order,0.611,0.938,0.0,-5.81,0.0459,0.221,0.0208,0.342,0.903,252680.0,4.0,117.231,1.0,"['alternative rock', 'art rock', 'britpop', 'dance rock', 'electronic', 'madchester', 'new romantic', 'new wave', 'new wave pop', 'permanent wave', 'post-punk', 'rock', 'synthpop', 'uk post-punk']"
16173,If You Let Me Stay,Terence Trent D'Arby,13.0,1987,-1,-1,7fPSzZmr3N0hO50JgVIFk4,If You Let Me Stay,Terence Trent D'Arby,0.636,0.767,6.0,-12.995,0.0394,0.198,0.0,0.205,0.883,193933.0,4.0,99.144,1.0,"['dance rock', 'new romantic', 'new wave', 'new wave pop']"
16180,Kick The Wall,Jimmy Davis & Junction,3.0,1987,-1,-1,46hkd8Eq6FcsTUKkjclqpB,Kick the Wall,Jimmy Davis,0.564,0.883,11.0,-3.614,0.03,0.00586,0.0,0.0351,0.322,218201.0,4.0,129.032,0.0,[]
16184,Sweet Rachel,Beau Coup,2.0,1987,8,6,0ZfsKUVQvRI2ZT1dTGZWp3,Sweet Rachel,Beau Coup,0.569,0.759,2.0,-11.290999999999999,0.0306,0.124,2.86e-06,0.239,0.684,229467.0,4.0,90.974,1.0,[]
16188,Honestly,Stryper,23.0,1987,35,46,66POKxMki5FryEYtHBZ5GZ,Honestly,Stryper,0.446,0.43200000000000005,3.0,-11.194,0.0268,0.302,0.006679999999999999,0.17,0.129,247600.0,4.0,79.856,1.0,"['christian metal', 'christian rock', 'glam metal', 'hard rock']"
16199,Push It,Salt-N-Pepa,2.0,1987,64,63,0TT7wJiEYD5GAeJfSR1ETX,Push It,Salt-N-Pepa,0.9259999999999999,0.6,7.0,-12.485,0.0883,0.006840000000000001,0.00187,0.0901,0.97,272133.0,4.0,127.247,1.0,"['dance pop', 'girl group', 'hip hop', 'hip house', 'hip pop', 'old school hip hop', 'pop rap', 'rap']"
16204,You And Me Tonight,Deja,14.0,1987,-1,44,7FtORS5qspEVqRGLTgLYwv,You And Me And The Bottle Makes Three Tonight,Déjà Vu,0.638,0.799,5.0,-6.399,0.0404,0.579,6.77e-05,0.257,0.899,217459.0,4.0,111.933,0.0,[]
16213,Pump Up The Volume,M/A/R/R/S,8.0,1987,45,36,3CqQIRZng2MVh3k1H2jHHN,"Pump Up The Volume (UK 12"" Remix)",M/A/R/R/S,0.765,0.5920000000000001,7.0,-15.658,0.0652,0.0010199999999999999,0.583,0.0487,0.508,389067.0,4.0,113.232,1.0,[]
16221,Hot Hot Hot,Buster Poindexter & His Banshees Of Blue,18.0,1987,38,36,2BeFYfKuc0AZGhbeVY78ep,Hot Hot Hot,Buster Poindexter And His Banshees Of Blue,0.591,0.732,0.0,-10.987,0.183,0.315,0.000117,0.28,0.7809999999999999,250000.0,4.0,127.617,1.0,[]
16222,Never Gonna Give You Up,Rick Astley,4.0,1987,64,66,7GhIk7Il098yCjg4BQjzvb,Never Gonna Give You Up,Rick Astley,0.727,0.9390000000000001,8.0,-11.855,0.0369,0.135,4.35e-05,0.151,0.9159999999999999,212827.0,4.0,113.33,1.0,"['dance rock', 'disco', 'europop', 'new romantic', 'new wave', 'new wave pop', 'soft rock']"
16232,"Live My Life (From The Film ""Hiding Out"")",Boy George,2.0,1987,-1,49,4yXv2xk1QUEvldi34AXmLG,Live My Life - Soul Remix,Boy George,0.758,0.768,4.0,-9.293,0.0711,0.0474,0.0,0.0721,0.5760000000000001,253267.0,4.0,98.73,0.0,"['dance rock', 'new romantic', 'new wave', 'new wave pop']"
16239,I Want Her,Keith Sweat,4.0,1988,34,62,24gxdUxufJ5eSamdYcPAKH,I Want Her - Remastered Single Version,Keith Sweat,0.757,0.496,11.0,-8.031,0.0467,0.0021899999999999997,9.27e-05,0.0395,0.862,221400.0,4.0,107.963,0.0,"['dance pop', 'funk', 'hip pop', 'neo soul', 'new jack swing', 'quiet storm', 'r&b', 'urban contemporary']"
16241,Endless Summer Nights,Richard Marx,7.0,1988,53,64,2iXH35MhsqO5Ry8a7iptpJ,Endless Summer Nights,Richard Marx,0.5820000000000001,0.467,10.0,-12.597000000000001,0.0391,0.12,0.0,0.298,0.879,270693.0,4.0,165.21,1.0,"['mellow gold', 'new wave pop', 'soft rock']"
16245,How Can I Forget You,Elisa Fiorillo,6.0,1988,7,13,5d8byUVc57r4axH3JLbLAX,How Can I Forget You,Elisa Fiorillo,0.6679999999999999,0.6859999999999999,1.0,-11.64,0.037000000000000005,0.0552,6.809999999999999e-05,0.138,0.7809999999999999,238980.0,4.0,138.214,1.0,[]
16249,I Heard It Through The Grapevine,The California Raisins,15.0,1988,-1,-1,6cjj75p5goXhkzA9GoNZVH,I Heard It Through the Grapevine,The California Poppy Pickers,0.851,0.38299999999999995,10.0,-10.466,0.0708,0.433,8.11e-06,0.11,0.755,198079.0,4.0,114.685,0.0,[]
16253,Girlfriend,Pebbles,2.0,1988,22,40,38bP8r9yx49g6pdQ90NH1X,Girlfriend - Single Version,Pebbles,0.963,0.8220000000000001,2.0,-6.642,0.106,0.475,0.0,0.17,0.9079999999999999,256493.0,4.0,118.499,1.0,"['freestyle', 'new jack swing', 'quiet storm', 'urban contemporary']"
16255,Never Can Say Goodbye,The Communards,2.0,1988,49,52,6A48JrV1QyIbmd5cZglvRl,Never Can Say Goodbye,The Communards,0.583,0.835,5.0,-7.984,0.0286,0.046,0.0436,0.20800000000000002,0.8640000000000001,285067.0,4.0,132.18,1.0,"['dance rock', 'hi-nrg', 'new romantic', 'new wave', 'new wave pop', 'synthpop']"
16256,You Don't Know,Scarlett & Black,2.0,1988,-1,11,2vE3Mc1AsQRMWELaCY0ZEp,You Don't Know,Scarlett & Black,0.35600000000000004,0.9159999999999999,0.0,-8.597000000000001,0.0349,0.693,0.284,0.0972,0.878,219867.0,4.0,113.05,1.0,[]
16265,The Motion Of Love,Gene Loves Jezebel,3.0,1988,34,47,5iE161PLV6oew8t9eHdEpC,The Motion of Love,Gene Loves Jezebel,0.561,0.872,11.0,-7.486000000000001,0.0393,0.0457,0.0,0.105,0.733,232667.0,4.0,111.556,0.0,"['dance rock', 'dark wave', 'gothic rock', 'new romantic', 'new wave', 'new wave pop', 'welsh rock']"
16266,Without You,Peabo Bryson & Regina Belle,8.0,1988,-1,0,7f31Yrje4Bb7QimAWOzVUi,"Without You (Love Theme from ""Leonard, Pt. 6"") - Remastered",Peabo Bryson with Regina Belle,0.504,0.575,2.0,-8.314,0.0285,0.34,0.0,0.18,0.401,313880.0,4.0,146.44,1.0,[]
16274,I Wish I Had A Girl,Henry Lee Summer,21.0,1988,32,23,6WoN3Qbw1FfayeJy09rFzR,I Wish I Had a Girl,Henry Lee Summer,0.636,0.594,9.0,-10.56,0.0276,0.06,0.0,0.35100000000000003,0.86,264427.0,4.0,127.702,1.0,['heartland rock']
16283,Are You Sure,So,12.0,1988,-1,67,5nIFPlerrDZrW8cNSniSAC,Are You Sure,So,0.628,0.818,2.0,-9.277999999999999,0.0299,0.192,2.93e-06,0.127,0.5670000000000001,245760.0,4.0,105.876,1.0,"['alternative emo', 'anthem emo', 'emo', 'pop punk', 'screamo']"
16290,Savin' Myself,Eria Fachin,19.0,1988,11,7,0akxjbTfOeUjdT9FLDZvhY,Savin' Myself,Eria Fachin,0.767,0.779,5.0,-5.104,0.0318,0.0631,3.73e-05,0.195,0.89,213410.0,4.0,135.032,1.0,[]
16291,Wait,White Lion,19.0,1988,41,55,2QfjV18pg4Ye7Vo4TsSobq,Wait,White Lion,0.204,0.794,2.0,-7.586,0.0618,0.00122,0.0,0.14800000000000002,0.205,295427.0,4.0,149.346,1.0,"['album rock', 'glam metal', 'hard rock', 'rock']"
16294,Magic Carpet Ride,Bardeux,22.0,1988,13,16,4CQXSLW5x5XT7MPBandDaB,Magic Carpet Ride,Bardeux,0.757,0.602,0.0,-12.985,0.0326,0.222,0.000123,0.10099999999999999,0.963,203560.0,4.0,128.854,0.0,['freestyle']
16297,I Want To Be Your Property,Blue Mercedes,12.0,1988,8,5,0Y989HrdtsuDMXbzbPGAnS,I Want To Be Your Property,Blue Mercedes,0.645,0.887,5.0,-9.29,0.0421,0.0275,0.275,0.147,0.934,195667.0,4.0,120.086,1.0,[]
16303,Ritual,Dan Reed Network,17.0,1988,9,31,7v3CQmWkVxDuGhmuewoWy0,Ritual,Dan Reed Network,0.703,0.868,2.0,-9.59,0.0389,0.149,0.00659,0.10800000000000001,0.8059999999999999,263973.0,4.0,124.677,1.0,"['hard rock', 'modern hard rock', 'nwocr']"
16305,Play That Funky Music,Roxanne,17.0,1988,2,53,7iYRJw4gh7e8YjTHb2DZOb,Play That Funky Music,Roxanne,0.69,0.787,9.0,-10.431,0.0554,0.0433,0.000126,0.361,0.716,207453.0,4.0,110.901,1.0,[]
16307,My Girl,Suave,21.0,1988,-1,48,2gAVqh3IRxWI8tBYT52SSP,My Girl,Suave',0.7090000000000001,0.701,10.0,-12.169,0.0428,0.0562,0.00109,0.0934,0.752,339533.0,4.0,102.465,0.0,['bedroom pop']
16309,Shattered Dreams,Johnny Hates Jazz,4.0,1988,62,58,5KXKhCfPNS4342ly8tTf6w,Shattered Dreams - Remastered,Johnny Hates Jazz,0.655,0.72,10.0,-9.423,0.0312,0.0318,4.71e-05,0.25,0.745,207347.0,4.0,121.311,1.0,"['dance rock', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'soft rock', 'synthpop']"
16315,Breakaway,Big Pig,8.0,1988,-1,28,6KwrplHGBQWMSi3Gg0PWM7,Breakaway,Big Pig,0.782,0.6729999999999999,1.0,-10.088,0.0278,0.222,2.51e-05,0.271,0.5,218333.0,4.0,119.949,1.0,['australian rock']
16322,I Still Believe,Brenda K. Starr,11.0,1988,-1,40,7D8LfO2ijOq9DnaVntnc3Q,I Still Believe - English Version,Brenda K. Starr,0.546,0.563,7.0,-8.777999999999999,0.0283,0.27899999999999997,0.0,0.102,0.374,229240.0,4.0,58.996,1.0,['freestyle']
16323,Beds Are Burning,Midnight Oil,4.0,1988,60,61,6Nabz5Gsy80XL0MJoOmgF8,Beds Are Burning - Remastered,Midnight Oil,0.754,0.496,0.0,-8.7,0.0351,0.00539,0.000152,0.0871,0.341,258173.0,4.0,119.186,1.0,"['australian alternative rock', 'australian rock', 'dance rock']"
16325,Kiss Me Deadly,Lita Ford,2.0,1988,52,50,0kFM6t9htbB53Dg8frGDGh,Kiss Me Deadly,Lita Ford,0.46799999999999997,0.743,0.0,-10.845999999999998,0.0326,0.008190000000000001,7.879999999999999e-05,0.369,0.648,241800.0,4.0,156.103,1.0,"['album rock', 'glam metal', 'hard rock', 'sleaze rock']"
16327,Get It On,Kingdom Come,2.0,1988,30,41,2RhBpEgfPbuxciijmxYNTp,Get It On,Kingdom Come,0.418,0.701,7.0,-13.222000000000001,0.0431,0.00809,0.000157,0.34700000000000003,0.499,261596.0,4.0,79.022,1.0,"['album rock', 'glam metal', 'hard rock', 'metal']"
16332,Nite And Day,Al B. Sure!,19.0,1988,50,49,3r0Rhl5Zdo9YjACZNsaBvN,Nite and Day,Al B. Sure!,0.655,0.47700000000000004,1.0,-9.616,0.0421,0.028999999999999998,0.000221,0.0518,0.642,238013.0,4.0,92.097,0.0,"['funk', 'new jack swing', 'quiet storm', 'r&b', 'urban contemporary']"
16334,Under The Milky Way,The Church,3.0,1988,57,54,1RCtHLyq1xIbgGMrYRrKJ2,Under the Milky Way,The Church,0.578,0.583,9.0,-13.415999999999999,0.0269,0.0548,0.19899999999999998,0.125,0.519,297600.0,4.0,135.986,0.0,"['alternative rock', 'australian alternative rock', 'australian rock', 'dance rock', 'dream pop', 'jangle pop', 'new romantic', 'new wave', 'post-punk', 'uk post-punk']"
16342,"Da'Butt (From The ""School Daze"" Soundtrack)",E.U.,6.0,1988,-1,33,6FhIxda6riD2Zxsjc4xukv,"Da' Butt - 7"" Edit / Radio Mix",E U,0.6940000000000001,0.785,10.0,-11.206,0.0588,0.0285,4.17e-06,0.0389,0.905,233080.0,4.0,97.342,0.0,['spacewave']
16346,Underneath The Radar,Underworld,23.0,1988,39,59,1UPJoPSCpOzYcRBq5nc586,Underneath the Radar,Underworld,0.628,0.66,2.0,-12.262,0.0437,0.009940000000000001,0.51,0.39799999999999996,0.43700000000000006,367453.0,4.0,144.635,1.0,"['acid house', 'alternative dance', 'big beat', 'electronic', 'trip hop']"
16348,Hands To Heaven,Breathe,23.0,1988,45,68,0LBtQiEVfP4ysLQ43Do8uN,Hands To Heaven,Breathe,0.5429999999999999,0.384,8.0,-15.017999999999999,0.0307,0.242,1.16e-06,0.266,0.40700000000000003,259507.0,4.0,128.768,1.0,"['big room', 'dance pop', 'deep big room', 'edm', 'electro house', 'electropowerpop', 'emo', 'neon pop punk', 'pop edm', 'pop punk', 'screamo', 'trancecore']"
16351,Supersonic,J.J. Fad,2.0,1988,44,35,3G3lahQSMk4BHnap1i853u,Supersonic,J.J. Fad,0.825,0.391,7.0,-15.962,0.20199999999999999,0.00037400000000000004,0.0018800000000000002,0.0608,0.396,232307.0,4.0,132.104,1.0,"['electro', 'miami bass', 'old school hip hop']"
16353,Dreamin' Of Love,Stevie B,5.0,1988,-1,50,40bUx81llF44hfd73XuXe8,Dreamin' Of Love,Stevie B,0.6990000000000001,0.6609999999999999,7.0,-14.05,0.0623,0.0187,0.000576,0.19,0.6659999999999999,246933.0,4.0,119.997,1.0,['freestyle']
16366,I Should Be So Lucky,Kylie Minogue,7.0,1988,47,74,1MK5FOmm5ppLIS2Ga3jHlT,I Should Be So Lucky,Kylie Minogue,0.737,0.9670000000000001,7.0,-4.896,0.0315,0.0234,0.644,0.336,0.8859999999999999,202413.0,4.0,116.082,1.0,"['australian dance', 'australian pop', 'dance pop', 'electropop', 'eurodance', 'europop', 'new wave pop', 'pop', 'pop rock']"
16371,Like The Weather,"10,000 Maniacs",2.0,1988,40,53,19X5dUlxVWC5jDg3eOysMz,Like The Weather,"10,000 Maniacs",0.77,0.45899999999999996,1.0,-17.453,0.0416,0.11199999999999999,0.00343,0.145,0.963,236653.0,4.0,133.351,1.0,"['alternative pop', 'folk', 'folk-pop', 'lilith', 'new wave pop', 'pop rock']"
16372,Broken Land,The Adventures,2.0,1988,37,36,19iFBK8ehrmY1vhEymBlyf,Broken Land,The Adventures,0.479,0.588,2.0,-13.149000000000001,0.0268,0.0191,0.00179,0.141,0.386,304160.0,4.0,98.043,1.0,['nerdcore']
16375,Trouble,Nia Peeples,26.0,1988,11,10,3ef3MGIHAIwXAuAluLjOTJ,Trouble,Nia Peeples,0.802,0.5670000000000001,7.0,-11.493,0.0677,0.0462,0.223,0.0605,0.835,388333.0,4.0,115.926,1.0,[]
16376,Tomorrow People,Ziggy Marley And The Melody Makers,26.0,1988,35,44,3xFWmNLkqRjo08IOj1UTW8,Tomorrow People,Ziggy Marley & The Melody Makers,0.546,0.742,10.0,-7.34,0.0812,0.201,0.0,0.127,0.603,216107.0,4.0,191.516,1.0,"['reggae', 'roots reggae']"
16377,Love Changes (Everything),Climie Fisher,15.0,1988,54,44,1y748kOQshZECWk5MddfOv,Love Changes (Everything),Climie Fisher,0.624,0.868,5.0,-5.867000000000001,0.0269,0.305,1.3800000000000002e-05,0.18600000000000003,0.8059999999999999,268187.0,4.0,111.143,1.0,"['dance rock', 'new romantic', 'new wave pop']"
16380,Just Got Paid,Johnny Kemp,3.0,1988,45,35,1OK4hVcucqYKMU9Ipb3dtx,Just Got Paid,Johnny Kemp,0.794,0.7829999999999999,7.0,-6.4,0.0804,0.0157,2.75e-05,0.109,0.784,212467.0,4.0,117.112,1.0,['new jack swing']
16388,Only A Memory,The Smithereens,nan,1988,33,41,4QlKsURJWveSH9C8pLQKWq,Only A Memory,The Smithereens,0.445,0.8009999999999999,8.0,-13.414000000000001,0.0446,0.225,0.08800000000000001,0.0778,0.619,223293.0,4.0,132.557,0.0,"['alternative rock', 'dance rock', 'jangle pop', 'new jersey indie', 'new wave', 'new wave pop', 'power pop', 'roots rock']"
16392,Wishing I Was Lucky,Wet Wet Wet,18.0,1988,34,58,4w55wTh9ZbVgD9YC5Z4pZZ,Wishing I Was Lucky,Wet Wet Wet,0.607,0.773,1.0,-12.512,0.0489,0.0406,2.59e-05,0.382,0.691,233800.0,4.0,109.074,1.0,"['alternative r&b', 'brooklyn indie', 'dance pop', 'electropop', 'indie poptimism', 'indie r&b', 'pop', 'vapor soul']"
16395,Little Walter,Tony Toni Tone,8.0,1988,23,58,2VAK1wpNtziRwQrJxg0eQe,Little Walter,Tony! Toni! Toné!,0.7170000000000001,0.591,4.0,-13.992,0.0453,0.0493,0.0010199999999999999,0.0713,0.873,293733.0,4.0,107.195,0.0,"['dance pop', 'funk', 'hip hop', 'hip pop', 'motown', 'neo soul', 'new jack swing', 'quiet storm', 'r&b', 'soul', 'southern hip hop', 'urban contemporary']"
16400,Fast Car,Tracy Chapman,8.0,1988,76,72,2M9ro2krNb7nr7HSprkEgo,Fast Car,Tracy Chapman,0.711,0.292,4.0,-15.523,0.037000000000000005,0.313,0.0,0.131,0.19399999999999998,296800.0,4.0,103.951,0.0,"['folk', 'folk-pop', 'lilith', 'pop rock', 'singer-songwriter']"
16405,Colors,Ice-T,2.0,1988,-1,50,7CMww2nlc2THVjJeLOYBrk,Colors - 2014 Remastered Version,Ice-T,0.847,0.92,10.0,-7.261,0.287,0.0902,1.3300000000000001e-05,0.126,0.519,266027.0,4.0,93.532,0.0,"['conscious hip hop', 'electro', 'gangster rap', 'hardcore hip hop', 'hip hop', 'new jersey rap', 'old school hip hop', 'rap', 'rap rock', 'west coast rap']"
16412,Knocked Out,Paula Abdul,12.0,1988,26,57,0vMD06UI61jI05QQPjAx5z,Knocked Out - Single Version,Paula Abdul,0.7020000000000001,0.887,1.0,-3.861,0.0394,0.0305,0.000995,0.244,0.92,212493.0,4.0,116.569,0.0,"['dance pop', 'europop', 'new wave pop', 'pop rock', 'urban contemporary']"
16416,Sweet Child O' Mine,Guns N' Roses,14.0,1988,73,82,4MhTFsyqIJnjsOweVcU8ug,Sweet Child O' Mine,Guns N' Roses,0.449,0.9009999999999999,6.0,-7.711,0.0526,0.141,0.0675,0.128,0.696,356400.0,4.0,125.148,1.0,"['glam metal', 'hard rock', 'rock']"
16420,Please Don't Go Girl,New Kids On The Block,2.0,1988,-1,61,5gpPbmP6htTn1BjMoTfCV0,Please Don't Go Girl,New Kids On The Block,0.687,0.495,3.0,-9.818999999999999,0.0457,0.0809,2.8499999999999998e-05,0.0544,0.537,269747.0,4.0,152.034,1.0,"['boy band', 'dance pop']"
16421,When Will I Be Famous?,Bros,20.0,1988,18,55,5165YVSgUjNbqKhC3D0xBc,When Will I Be Famous?,Bros,0.632,0.7809999999999999,5.0,-9.26,0.0289,0.0489,1.76e-05,0.165,0.618,241987.0,4.0,123.476,1.0,[]
16442,What's On Your Mind (Pure Energy),Information Society,21.0,1988,-1,46,0mb9k8hbsz4nC2U0K7qM3F,"What’s On Your Mind (Pure Energy) [From ""Earth Girls Are Easy""] [Re-Recorded]",Information Society,0.8759999999999999,0.619,7.0,-10.834000000000001,0.0864,0.0122,0.033,0.319,0.677,278825.0,4.0,117.987,1.0,"['dance rock', 'freestyle', 'new romantic', 'new wave', 'new wave pop', 'synthpop']"
16443,Summergirls,Dino,2.0,1988,-1,50,5byYO8JjkxV27yQYo2pDRx,Summergirls,Dino,0.759,0.593,9.0,-15.279000000000002,0.0893,0.00198,0.0567,0.175,0.792,376573.0,4.0,121.357,0.0,[]
16444,K.I.S.S.I.N.G.,Siedah Garrett,11.0,1988,7,53,62sPYlLqk6L1VZaLTPxfjz,K.I.S.S.I.N.G.,Siedah Garrett,0.6729999999999999,0.804,9.0,-10.344000000000001,0.0351,0.24600000000000002,5.79e-05,0.0927,0.8809999999999999,324333.0,4.0,117.979,1.0,[]
16448,The Right Stuff,Vanessa Williams,2.0,1988,-1,56,04c7gHwmtsa37ejt5o3Kdp,The Right Stuff,Vanessa Williams,0.81,0.7609999999999999,11.0,-7.582000000000001,0.0529,0.0707,0.0125,0.0426,0.5870000000000001,267760.0,4.0,112.593,0.0,"['adult standards', 'quiet storm', 'urban contemporary']"
